ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,EXPOSURE,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,TARGET_AMT,CAR_AGE,TARGET_FLAG,URBANICITY
29782827,0,35,0,13,773856,No,0,Yes,M,High School,Blue Collar,37,Commercial,261840,1,Van,yes,13728,3,No,5,65280,7,1,Urban
564124540,0,60,0,15,1956168,No,5055000,Yes,F,Bachelors,Professional,35,Private,285600,1,Pickup,no,0,0,No,0,0,8,0,Urban
25715012,0,51,0,10,874800,No,0,No,F,Bachelors,Professional,39,Private,79200,1,SUV,no,0,0,No,0,0,,0,Urban
873530429,0,43,3,0,0,No,0,Yes,F,High School,Student,30,Commercial,237480,1,Minivan,no,99012,3,No,1,0,1,0,Urban
313782874,0,39,3,16,510420,No,2269668,Yes,M,High School,Clerical,22,Commercial,231960,4,Van,yes,0,0,No,1,0,8,0,Rural
95483524,0,33,2,9,380100,No,1915452,Yes,F,High School,Blue Collar,25,Commercial,109560,7,Sports Car,no,394584,1,Yes,6,92628,1,1,Urban
508400544,3,37,3,9,82284,Yes,1032900,No,F,High School,Home Maker,35,Private,150480,1,SUV,no,41424,1,No,1,0,7,0,Rural
279830030,1,39,2,7,796404,No,0,Yes,F,High School,Blue Collar,35,Commercial,66720,1,Sports Car,no,35388,2,No,3,99468,1,1,Urban
588524933,1,43,2,14,980088,No,2804928,Yes,M,Bachelors,Manager,39,Commercial,416160,1,Panel Truck,no,0,0,No,1,0,10,0,Urban
68419810,0,48,0,12,1123896,No,3297936,Yes,M,Bachelors,Professional,33,Commercial,216600,1,Van,yes,0,0,No,0,0,10,0,Urban
137443614,0,45,1,0,0,No,1197576,Yes,M,High School,Student,24,Private,177000,6,SUV,no,0,0,No,0,0,7,0,Rural
177904348,0,56,2,17,354288,No,2377284,Yes,F,High School,Blue Collar,52,Private,171000,14,SUV,no,0,0,No,1,28236,7,1,Urban
954222851,0,37,0,6,845940,No,0,No,M,High School,Blue Collar,17,Private,273480,1,Minivan,no,475368,1,No,4,0,,0,Urban
695264867,0,40,0,11,2166300,No,5680668,Yes,F,PhD,Manager,34,Private,137880,10,SUV,no,0,0,No,2,0,13,0,Urban
779731125,0,51,0,13,415896,No,1910244,Yes,M,Bachelors,Professional,31,Private,187920,1,Minivan,no,0,0,No,0,0,11,0,Rural
390463105,0,42,0,0,0,No,0,No,F,High School,Home Maker,5,Private,306480,1,Sports Car,no,0,0,No,0,0,1,0,Urban
866499831,0,41,0,6,1034724,No,2844684,No,M,Masters,,28,Commercial,234360,9,Van,no,35376,3,No,2,27468,17,1,Urban
597023314,0,46,0,13,332028,No,1960272,Yes,M,High School,Blue Collar,45,Private,106440,1,Minivan,yes,0,0,No,0,0,1,0,Rural
527413473,0,35,1,12,925512,No,2904012,Yes,M,High School,Manager,5,Commercial,138120,10,Pickup,yes,36948,3,No,0,0,1,0,Urban
436906531,0,43,0,10,820200,No,2457564,Yes,F,Masters,Lawyer,36,Private,270840,6,SUV,no,0,0,No,0,0,13,0,Rural
462828318,0,64,0,11,918624,No,2750844,Yes,F,Masters,Lawyer,26,Private,94800,7,Sports Car,no,0,0,No,0,0,9,0,Urban
999926368,0,46,0,11,689472,No,2488800,Yes,M,Bachelors,Manager,32,Private,150240,6,Minivan,yes,0,0,No,0,0,6,0,Urban
386689370,2,39,3,17,2082396,No,5345136,Yes,M,Masters,,36,Commercial,302520,10,Panel Truck,yes,0,0,Yes,1,0,12,0,Urban
995983724,0,69,0,14,829176,No,2988312,Yes,M,Bachelors,Manager,57,Private,183720,4,SUV,yes,0,0,No,3,0,11,0,Urban
694564429,0,35,2,0,0,No,0,Yes,F,High School,Student,32,Private,57720,1,SUV,no,0,0,No,0,0,6,0,Urban
767746253,2,44,2,9,781608,No,2897316,Yes,M,Bachelors,Blue Collar,15,Commercial,148920,6,Minivan,no,0,0,No,0,0,,0,Rural
302914112,0,44,0,7,1116492,No,3345120,Yes,M,Bachelors,Blue Collar,23,Commercial,182400,14,Minivan,yes,195060,2,No,1,0,5,0,Urban
727384818,0,39,1,9,834192,No,2501220,Yes,F,Bachelors,Clerical,37,Private,137640,1,SUV,no,16704,2,No,4,0,13,0,Rural
716374232,0,56,0,15,1520400,No,3803268,Yes,F,Masters,Lawyer,36,Private,287760,16,Pickup,no,0,0,Yes,4,0,11,0,Urban
349489914,0,59,0,14,0,No,3223404,Yes,M,PhD,Manager,35,Commercial,196800,4,Van,yes,0,0,No,0,0,14,0,Urban
105813423,1,41,3,5,360516,Yes,0,No,M,High School,Clerical,22,Private,202320,4,Van,yes,0,0,No,0,0,1,0,Urban
305504579,1,57,2,15,409392,Yes,0,No,F,High School,Clerical,25,Private,127320,10,Sports Car,no,408492,3,Yes,1,65484,7,1,Urban
242000609,0,43,0,14,659184,No,2708136,Yes,M,High School,Clerical,37,Commercial,135480,4,Pickup,yes,60912,3,No,5,0,1,0,Urban
305612736,0,42,0,8,1135092,No,3715728,No,M,High School,Blue Collar,21,Commercial,209640,6,Van,yes,193452,3,Yes,3,41136,8,1,Urban
118339017,0,52,0,13,785580,No,2525208,No,M,Masters,Manager,42,Private,225120,1,Van,yes,64464,3,No,6,0,10,0,Urban
662689878,0,46,0,14,682188,No,0,No,M,High School,Blue Collar,53,Commercial,75240,1,Pickup,yes,77016,2,No,2,0,1,0,Urban
563040522,0,51,0,9,554412,No,2323788,Yes,M,High School,Blue Collar,33,Commercial,134640,4,Pickup,yes,0,0,No,0,0,9,0,Rural
293369737,0,43,1,0,0,Yes,0,No,F,Masters,Home Maker,32,Private,157920,4,Sports Car,no,124944,1,No,6,0,13,0,Urban
678926910,0,52,0,14,1507944,No,4130292,No,F,Masters,Lawyer,21,Private,274560,1,Minivan,no,0,0,No,0,0,16,0,Urban
105167366,0,43,3,15,1227144,No,3194808,Yes,F,Masters,Lawyer,47,Private,185880,9,SUV,no,0,0,No,1,0,15,0,Urban
422147419,0,47,0,11,222420,No,1636956,Yes,F,Masters,Lawyer,47,Private,141000,1,Minivan,no,0,0,No,4,0,17,0,Urban
653240659,0,44,3,15,354024,No,1698192,Yes,F,High School,Clerical,30,Private,345000,4,Minivan,no,445560,1,No,2,0,2,0,Urban
770197017,0,48,0,10,1119636,No,3540600,Yes,M,Masters,Lawyer,30,Private,187560,9,Minivan,yes,72372,3,No,5,0,1,0,Urban
939439584,0,33,0,11,2988,No,0,No,F,High School,Student,30,Private,127080,11,SUV,no,0,0,No,1,58776,11,1,Urban
926619902,2,41,3,10,298344,Yes,0,No,F,Bachelors,Student,26,Private,93480,1,Sports Car,no,12660,4,No,2,48552,10,1,Rural
262104318,0,49,0,14,1304976,No,3868728,Yes,F,High School,Blue Collar,32,Private,258240,1,SUV,no,0,0,No,1,0,7,0,Urban
459023169,0,50,0,0,0,No,1366440,Yes,F,High School,Home Maker,12,Private,78000,6,Sports Car,no,0,0,No,0,33744,,1,Urban
726219892,0,42,0,10,1039152,No,3016344,Yes,M,Masters,Professional,32,Private,183360,10,Minivan,no,0,0,No,0,0,16,0,Urban
508339617,0,33,2,12,1114848,Yes,3177156,No,F,Bachelors,Blue Collar,30,Commercial,168720,10,SUV,no,0,0,No,0,0,10,0,Urban
345344329,0,42,1,12,987372,Yes,0,No,F,Bachelors,Blue Collar,36,Commercial,222360,9,SUV,no,174624,1,No,6,0,10,0,Rural
249645278,0,41,3,11,0,No,1908732,Yes,F,High School,Professional,35,Private,110040,6,SUV,no,0,0,No,0,60600,8,1,Urban
628164043,0,40,1,,760800,No,2910360,Yes,F,High School,Clerical,58,Private,324960,4,Minivan,no,0,0,No,0,0,,0,Urban
459685968,0,51,0,13,749556,No,3230280,Yes,F,Bachelors,Blue Collar,37,Commercial,232440,6,Minivan,no,13284,3,No,0,0,1,0,Urban
319394056,0,57,0,15,309132,No,1796064,Yes,M,Bachelors,Clerical,57,Private,143280,1,Pickup,no,57504,1,No,8,45384,11,1,Urban
411870556,0,42,0,11,590688,No,1871556,Yes,M,High School,Blue Collar,29,Commercial,329520,1,Minivan,yes,54552,3,No,0,41316,1,1,Urban
957050266,0,46,0,10,492996,No,2130324,Yes,F,High School,Blue Collar,21,Commercial,153720,10,SUV,no,30240,2,No,4,0,10,0,Urban
338776264,1,56,2,17,0,No,3786048,Yes,F,Bachelors,Professional,32,Private,344880,1,Minivan,no,0,0,No,1,0,6,0,Urban
730524072,0,52,0,12,843516,No,3253092,Yes,F,Bachelors,Professional,34,Private,401280,7,Pickup,no,0,0,No,0,0,6,0,Urban
94764565,0,38,1,9,411828,No,2427876,Yes,F,High School,Clerical,48,Private,161520,4,Minivan,no,0,0,No,1,0,1,0,Urban
271284833,0,43,0,13,271476,No,2217276,Yes,M,High School,Professional,15,Private,96720,1,Pickup,yes,0,0,No,2,562296,1,1,Urban
414427246,0,40,1,13,956580,Yes,0,No,F,Bachelors,Clerical,6,Private,277680,10,Minivan,no,0,0,No,0,0,7,0,Urban
839070640,0,54,0,16,239532,No,835920,Yes,F,High School,Home Maker,36,Private,42000,5,Sports Car,no,0,0,No,0,0,3,0,Rural
790543950,0,51,0,12,489120,No,2234676,No,M,Bachelors,Professional,24,Private,142560,1,Pickup,no,0,0,No,0,24696,8,1,Urban
317314544,0,27,2,11,821916,Yes,2609928,No,M,Bachelors,Blue Collar,22,Commercial,242160,1,Van,no,0,0,No,0,23496,5,1,Urban
728230622,0,56,0,12,3336,No,1103160,Yes,F,High School,Student,58,Commercial,313800,1,Pickup,no,595692,2,No,0,0,8,0,Urban
297255585,0,48,0,8,1648932,No,4700160,No,M,Bachelors,Blue Collar,22,Commercial,143280,10,Pickup,yes,0,0,No,0,0,4,0,Urban
849850677,0,47,0,,539556,No,1923804,Yes,M,Masters,Lawyer,33,Private,139320,5,Minivan,yes,0,0,No,5,0,14,0,Rural
779818728,0,38,0,10,340908,No,0,No,M,High School,Clerical,27,Commercial,97680,10,Pickup,yes,0,0,No,1,0,7,0,Rural
609195177,0,27,3,9,837528,Yes,0,No,F,Bachelors,Professional,24,Private,175920,4,SUV,no,34176,1,No,3,51756,6,1,Urban
992004739,0,33,1,11,306528,Yes,0,No,F,High School,Blue Collar,29,Private,48600,1,Sports Car,no,47652,2,No,0,20832,1,1,Urban
126864927,1,42,2,15,1024896,No,3292824,Yes,F,High School,Blue Collar,32,Commercial,242040,10,Minivan,no,8364,2,No,0,51084,8,1,Urban
271625863,0,55,0,11,46380,No,0,No,F,High School,Home Maker,27,Private,199200,1,SUV,no,73068,2,Yes,0,41904,1,1,Urban
632172083,0,50,0,13,1135068,No,3313800,Yes,M,High School,Blue Collar,8,Private,78000,11,Minivan,no,0,0,No,2,16956,1,1,Urban
474066345,0,48,0,10,1392756,No,4159044,No,M,Bachelors,Manager,48,Commercial,100440,6,Pickup,yes,0,0,No,1,0,8,0,Urban
756075815,0,33,1,0,0,No,1195956,Yes,F,High School,Home Maker,41,Private,143760,1,SUV,no,0,0,No,0,0,9,0,Rural
845009116,0,53,0,12,198432,No,1598448,Yes,F,Bachelors,Home Maker,24,Private,37800,3,SUV,no,16020,2,No,0,0,6,0,Urban
270187595,0,58,0,0,0,No,1341516,Yes,F,Bachelors,Home Maker,29,Private,103800,4,SUV,no,62880,4,No,0,0,12,0,Urban
399237836,0,43,0,7,697344,No,0,No,M,Bachelors,Clerical,34,Private,18000,4,Minivan,yes,0,0,No,2,0,11,0,Rural
641381483,0,49,0,12,803664,No,0,No,M,High School,Professional,17,Private,297120,10,Minivan,yes,81756,5,No,0,0,8,0,Urban
939976071,0,40,2,13,606444,No,2326260,Yes,F,High School,Blue Collar,39,Commercial,347520,1,Van,no,19356,1,No,2,12432,8,1,Urban
143078256,0,54,0,12,783576,No,2558700,Yes,F,High School,Clerical,5,Private,96360,17,SUV,no,54336,3,No,5,44664,1,1,Urban
450249244,0,38,2,11,3387504,Yes,0,No,M,PhD,Lawyer,40,Private,402360,4,Minivan,no,0,0,No,4,0,17,0,Rural
437006760,0,49,0,13,1002828,No,2997648,Yes,M,Bachelors,Manager,23,Private,78000,1,Pickup,no,539184,1,Yes,0,0,7,0,Urban
870837092,0,39,0,6,0,No,0,No,F,Masters,Lawyer,51,Private,154560,3,Minivan,no,0,0,Yes,0,81924,,1,Rural
92890623,1,37,2,9,652188,No,2549028,Yes,F,High School,Manager,28,Private,127560,13,SUV,no,16572,1,No,4,0,11,0,Urban
366520317,0,27,4,13,601668,No,2015880,Yes,F,High School,Blue Collar,22,Private,110520,1,SUV,no,15252,2,No,3,22104,1,1,Urban
958078219,0,48,0,14,895164,No,3606720,Yes,M,Bachelors,Blue Collar,25,Commercial,188760,4,Minivan,no,0,0,No,0,0,1,0,Rural
379228726,0,47,0,,1110516,No,2837352,Yes,M,Masters,,52,Commercial,303000,6,Panel Truck,no,365400,2,Yes,4,105576,9,1,Urban
611621243,1,38,2,13,189060,No,1351392,Yes,F,High School,Blue Collar,32,Commercial,173280,4,Minivan,no,16956,1,No,0,0,1,0,Rural
717396880,0,44,0,12,0,No,0,No,F,High School,Blue Collar,32,Commercial,129240,1,SUV,no,0,0,No,2,0,8,0,Urban
758151663,0,44,2,7,243888,No,1764456,Yes,F,High School,Clerical,20,Private,123360,1,Sports Car,no,0,0,No,0,0,1,0,Rural
788829442,0,46,0,12,65040,No,0,No,M,High School,Student,29,Private,153360,1,Minivan,no,0,0,No,3,0,5,0,Rural
163220080,0,50,0,11,1317432,No,4183992,Yes,F,High School,Professional,35,Private,113280,1,Minivan,no,0,0,No,0,0,8,0,Urban
405299333,2,37,3,11,1909104,No,4592244,Yes,M,Bachelors,Blue Collar,29,Private,180600,6,Minivan,yes,23124,3,No,0,0,8,0,Rural
665180201,0,24,1,13,277308,No,1121340,Yes,F,Bachelors,Clerical,34,Private,74520,14,SUV,yes,70512,1,No,2,0,13,0,Urban
773942917,0,37,0,6,646740,No,1941288,Yes,M,Bachelors,Clerical,44,Commercial,135000,17,Pickup,no,0,0,No,0,67632,11,1,Urban
511494009,0,38,2,14,0,No,1830648,Yes,F,High School,Clerical,41,Private,113400,6,SUV,no,19008,3,No,0,0,7,0,Urban
394138480,0,43,2,12,731676,Yes,0,No,F,Bachelors,Blue Collar,56,Commercial,69600,1,Sports Car,no,0,0,Yes,1,40968,8,1,Urban
363208227,0,46,0,8,0,No,1946916,Yes,F,High School,Blue Collar,17,Commercial,131880,4,SUV,no,0,0,No,0,0,9,0,Urban
554270628,0,36,0,10,1028772,No,0,No,F,Bachelors,Blue Collar,13,Commercial,259920,10,Pickup,no,48024,2,No,1,85932,3,1,Urban
814013916,0,50,0,12,416436,No,1955496,No,M,High School,Blue Collar,31,Commercial,119640,10,Minivan,no,7812,3,No,2,0,6,0,Urban
481666327,0,31,0,3,684204,No,2434560,No,M,Masters,,45,Private,130440,6,Pickup,yes,0,0,No,0,0,14,0,Urban
178129665,0,47,0,0,0,No,0,Yes,M,High School,Student,35,Commercial,139320,7,Pickup,yes,234540,1,Yes,0,315660,1,1,Rural
997699984,1,42,2,11,169992,Yes,0,No,F,High School,Student,36,Private,279360,6,Minivan,no,0,0,No,3,68604,5,1,Urban
711084452,0,44,2,9,792828,Yes,0,No,M,Bachelors,Manager,19,Commercial,272400,9,Panel Truck,yes,61404,2,No,3,0,12,0,Urban
443183800,0,59,0,0,0,No,1364868,Yes,F,Bachelors,Home Maker,52,Private,137760,10,SUV,no,0,0,Yes,2,0,12,0,Rural
710203983,0,40,2,15,442152,No,1666200,Yes,M,PhD,Manager,65,Private,110160,7,Pickup,no,32916,1,No,3,0,1,0,Urban
88627202,0,31,2,0,0,No,0,Yes,F,High School,Student,48,Private,92880,4,Sports Car,no,87876,1,No,7,51672,1,1,Urban
534426680,0,40,0,11,1977684,No,0,No,M,PhD,Doctor,22,Private,66000,1,Pickup,yes,0,0,No,0,0,17,0,Urban
585452998,2,36,2,0,0,No,1324152,Yes,F,High School,Home Maker,28,Private,61200,4,Minivan,no,473100,3,Yes,1,21756,9,1,Urban
323105809,0,54,0,12,927204,No,0,No,F,Bachelors,Manager,14,Private,175560,1,SUV,no,100740,2,No,0,0,9,0,Urban
161058138,0,45,0,11,0,No,3316680,Yes,M,Masters,Lawyer,11,Private,168720,1,Minivan,yes,0,0,No,0,0,9,0,Urban
527138960,0,58,0,0,0,No,0,Yes,M,High School,Student,29,Commercial,87600,4,Pickup,yes,41820,3,No,8,0,1,0,Rural
726634120,0,39,0,0,0,No,0,No,F,High School,Student,53,Commercial,66000,1,Sports Car,no,0,0,No,0,0,8,0,Rural
983129972,0,46,0,12,47148,No,830496,Yes,F,PhD,Home Maker,56,Private,18000,6,SUV,no,0,0,No,2,0,18,0,Rural
640966006,0,32,4,14,27240,No,0,Yes,M,High School,Student,41,Private,20760,1,Minivan,yes,0,0,Yes,1,0,8,0,Urban
214040951,1,57,2,0,0,No,0,Yes,M,High School,Student,29,Private,110880,1,Pickup,yes,100032,2,Yes,5,29556,1,1,Urban
698704491,0,47,0,15,1094652,No,3166524,Yes,F,Bachelors,Blue Collar,31,Commercial,18000,4,Sports Car,no,64620,2,No,2,5580,7,1,Urban
344781057,0,44,2,12,72420,Yes,0,No,M,High School,Student,29,Private,78000,10,Pickup,yes,287388,1,Yes,6,0,1,0,Urban
746641102,0,44,0,10,1756056,No,0,No,M,Masters,,21,Commercial,271440,1,Panel Truck,no,446532,3,Yes,3,60192,10,1,Urban
790738376,1,46,0,8,1318488,No,3835548,Yes,M,Bachelors,Blue Collar,72,Private,233400,6,SUV,no,0,0,No,2,0,6,0,Urban
819469146,0,55,0,8,2945976,No,0,No,M,PhD,,13,Commercial,405480,1,Panel Truck,yes,90372,2,No,1,0,18,0,Urban
247830994,0,52,0,13,3069876,No,0,No,F,PhD,Manager,54,Commercial,564360,6,Panel Truck,no,0,0,No,3,0,,0,Urban
236044172,0,43,2,7,404436,No,1046280,Yes,F,PhD,Home Maker,5,Private,228120,1,SUV,no,13908,3,No,0,0,9,0,Urban
18197959,0,52,0,11,148356,No,0,Yes,M,High School,Clerical,42,Private,32880,13,Minivan,no,0,0,Yes,0,0,1,0,Urban
853551610,0,51,0,10,106800,No,969816,Yes,F,High School,Home Maker,65,Private,139200,1,Minivan,no,0,0,No,1,0,1,0,Rural
962365648,0,47,0,12,566820,No,2469612,No,M,High School,Blue Collar,27,Private,131040,4,Pickup,yes,119196,2,No,2,40248,1,1,Urban
416746837,0,52,0,10,324228,No,1715148,No,F,Bachelors,Professional,59,Private,112800,16,Sports Car,no,0,0,No,1,0,13,0,Rural
846741025,0,34,2,0,0,Yes,0,No,F,High School,Student,22,Private,138240,9,SUV,no,0,0,Yes,0,0,9,0,Urban
316861921,0,41,0,10,2383200,No,5522352,Yes,F,PhD,Manager,5,Private,233760,6,SUV,no,0,0,No,2,0,12,0,Urban
489794163,0,48,0,10,87624,No,0,No,F,High School,Student,27,Private,84360,10,SUV,no,42768,1,No,3,70932,1,1,Urban
655100096,0,67,0,15,30696,No,0,Yes,M,High School,Student,41,Commercial,18000,1,SUV,yes,0,0,No,2,0,1,0,Urban
931284621,0,43,0,14,360444,No,2002452,Yes,M,High School,Blue Collar,5,Private,143040,3,Pickup,yes,307968,3,Yes,3,0,1,0,Urban
568743363,0,36,3,15,953484,Yes,2557464,No,F,Bachelors,Professional,34,Private,61200,1,SUV,no,0,0,No,1,16416,8,1,Urban
470253509,0,58,0,14,455892,No,0,No,F,High School,Manager,23,Private,168000,4,Sports Car,no,0,0,Yes,2,47976,1,1,Urban
779542452,0,37,1,12,768240,Yes,0,No,F,Bachelors,Professional,42,Private,187440,4,Minivan,no,0,0,No,1,0,10,0,Urban
307096281,0,44,0,11,1300944,No,0,No,M,PhD,Doctor,47,Private,18000,1,Minivan,no,94308,1,No,0,0,18,0,Urban
279632339,0,51,0,7,1128984,No,3070404,Yes,M,Bachelors,Manager,57,Private,181680,9,Minivan,yes,0,0,No,2,0,9,0,Urban
427768498,0,28,2,9,648060,No,1970544,Yes,F,Bachelors,Blue Collar,46,Commercial,18000,1,Sports Car,no,0,0,No,0,0,7,0,Rural
141743339,0,50,0,12,320976,No,1464708,No,M,High School,Blue Collar,25,Commercial,381240,6,Panel Truck,no,93696,3,No,2,0,6,0,Urban
482898358,0,44,0,12,1112076,No,3531732,Yes,M,Masters,,20,Commercial,132240,10,Pickup,no,0,0,No,2,0,14,0,Urban
255731304,0,52,0,15,1064292,No,3353964,Yes,M,Bachelors,Blue Collar,40,Private,218400,4,Van,yes,15132,4,No,2,0,10,0,Urban
183697567,0,41,0,13,1255824,No,3332556,Yes,M,Masters,Professional,25,Commercial,295920,9,Panel Truck,yes,0,0,No,0,0,9,0,Urban
887149425,0,42,3,10,1068624,No,2562228,Yes,F,Bachelors,Blue Collar,12,Commercial,186600,10,SUV,no,0,0,No,0,0,6,0,Rural
539729665,0,37,2,13,1600020,Yes,0,No,F,Bachelors,Blue Collar,15,Commercial,260880,1,SUV,no,11700,2,No,6,46248,13,1,Urban
214040951,1,58,2,17,39264,No,0,Yes,M,High School,Student,42,Private,86400,1,Minivan,yes,61032,2,No,2,38772,5,1,Urban
954212606,0,32,2,15,926664,No,0,Yes,M,High School,Professional,36,Private,149040,4,Minivan,no,0,0,No,2,0,9,0,Rural
968418547,0,38,2,14,705996,No,2323728,Yes,M,Bachelors,Blue Collar,41,Commercial,212160,1,Van,yes,0,0,Yes,2,55332,10,1,Urban
524892923,1,42,3,13,705564,Yes,0,No,M,PhD,,5,Commercial,239760,4,Van,yes,15720,2,No,4,0,23,0,Urban
895147164,1,42,2,10,390312,No,1987056,Yes,F,High School,Clerical,38,Private,241800,1,Pickup,no,0,0,No,0,0,5,0,Urban
989577620,1,44,2,14,163044,No,1563120,Yes,F,High School,Home Maker,43,Private,87120,6,Sports Car,no,0,0,No,0,0,6,0,Rural
116202466,0,46,0,13,0,No,1688808,Yes,M,High School,Blue Collar,50,Commercial,140400,1,Pickup,yes,0,0,No,0,0,,0,Rural
272494372,3,44,3,12,290364,Yes,0,No,F,High School,Blue Collar,44,Commercial,47040,1,Sports Car,no,0,0,No,2,0,7,0,Rural
17347314,0,37,1,7,1334196,Yes,3777804,No,F,Bachelors,Professional,67,Private,149040,10,Sports Car,no,0,0,No,0,0,8,0,Urban
981121505,0,45,0,14,785592,No,2552124,Yes,M,High School,Blue Collar,24,Commercial,84960,3,Pickup,no,0,0,No,2,0,1,0,Urban
1900527,0,48,0,14,586392,No,2229912,Yes,F,Bachelors,Professional,36,Private,316800,3,Pickup,no,0,0,No,0,0,8,0,Urban
837151081,0,72,0,16,766680,No,3081564,Yes,F,Masters,Lawyer,41,Private,109200,7,Sports Car,no,53376,3,No,0,11004,6,1,Urban
552457945,0,52,0,14,2492244,No,6128904,Yes,M,Masters,,26,Commercial,421920,1,Panel Truck,no,0,0,No,0,0,16,0,Urban
646710804,0,48,0,8,516900,No,2110296,Yes,F,High School,Manager,52,Private,167640,4,SUV,no,70536,2,No,3,0,11,0,Urban
974496106,0,40,0,9,63036,No,929556,No,F,High School,Student,23,Commercial,283200,4,Pickup,no,0,0,No,0,109944,1,1,Urban
753512533,0,49,0,9,1087896,No,3312336,No,F,Bachelors,Blue Collar,7,Commercial,148200,13,Minivan,no,0,0,No,0,0,7,0,Urban
99626436,0,62,0,15,444216,No,0,No,F,Bachelors,Professional,60,Private,62400,4,Sports Car,no,0,0,No,0,0,,0,Urban
675974391,0,45,0,13,392664,No,0,Yes,F,High School,Clerical,49,Private,57240,10,Sports Car,no,0,0,No,1,0,6,0,Urban
275306071,0,32,3,8,0,Yes,2322792,No,F,Bachelors,Clerical,43,Private,84960,4,Sports Car,no,0,0,No,0,45948,11,1,Urban
82094250,0,42,0,9,650136,No,2123220,No,F,High School,Blue Collar,39,Commercial,68400,11,SUV,no,0,0,No,1,0,8,0,Rural
380988425,0,33,0,0,0,No,0,No,F,High School,Home Maker,31,Private,58800,4,Sports Car,no,23904,2,No,1,0,10,0,Urban
989066499,1,43,2,16,544176,No,2383656,Yes,F,High School,Clerical,16,Private,123960,1,Sports Car,no,0,0,No,1,0,1,0,Urban
904432751,0,57,0,14,2409264,No,5583648,No,F,PhD,Doctor,27,Private,111240,1,SUV,no,0,0,No,0,58152,,1,Urban
560287212,0,22,0,,441852,No,2327376,No,F,Masters,,23,Private,352680,6,Pickup,no,102024,2,No,0,0,20,0,Urban
986046134,0,53,0,13,1304928,No,3996468,Yes,M,Masters,,5,Commercial,65160,1,Pickup,yes,39204,1,No,0,76908,,1,Urban
33286578,1,43,2,13,549408,No,1984656,Yes,M,High School,Blue Collar,79,Commercial,177840,7,Minivan,no,0,0,No,0,0,6,0,Urban
958601721,0,47,0,10,1374084,No,0,No,F,Masters,Lawyer,27,Private,74400,7,SUV,no,10800,1,No,1,0,18,0,Urban
317439005,0,44,1,11,580488,No,2584692,Yes,M,High School,Blue Collar,48,Commercial,415680,1,Panel Truck,no,0,0,No,0,46128,8,1,Urban
435625221,0,50,0,11,0,No,5772336,No,M,PhD,,12,Commercial,99600,7,Pickup,no,13932,2,No,8,0,20,0,Urban
827178489,0,48,0,13,848184,No,3166860,Yes,F,High School,Blue Collar,25,Commercial,160440,3,Minivan,no,143712,2,No,5,0,1,0,Urban
499348624,0,42,0,10,0,No,616812,Yes,F,High School,Home Maker,41,Private,88080,1,Sports Car,no,0,0,No,0,0,9,0,Urban
194669970,0,51,0,,490344,No,0,No,M,Bachelors,Professional,14,Commercial,369600,14,Panel Truck,no,47028,3,No,4,0,11,0,Urban
741358574,0,32,1,8,764640,Yes,0,No,M,Bachelors,Professional,21,Commercial,216120,3,Van,yes,477996,2,Yes,6,0,9,0,Urban
348128429,0,50,0,14,369540,No,2097336,Yes,M,High School,Clerical,53,Commercial,107040,6,Pickup,yes,0,0,No,0,0,1,0,Rural
317842701,0,52,0,12,2257776,No,0,No,F,PhD,Lawyer,19,Private,80400,4,Sports Car,no,0,0,No,0,0,11,0,Urban
969347793,0,41,0,10,237792,No,1711464,Yes,M,High School,Clerical,37,Private,139080,6,Minivan,no,0,0,No,0,0,5,0,Rural
729507050,0,39,0,5,1476768,No,3679728,No,F,High School,Blue Collar,7,Commercial,64800,1,SUV,no,0,0,No,2,0,10,0,Rural
590272679,0,27,0,8,0,No,0,No,F,High School,Blue Collar,35,Commercial,292080,1,Pickup,no,55188,1,No,2,31140,4,1,Urban
469933313,0,53,0,12,583044,No,0,No,M,High School,Blue Collar,61,Commercial,231600,6,Van,no,52680,3,No,3,71412,6,1,Urban
631474711,0,48,0,10,326496,No,0,No,F,High School,Student,64,Private,121800,6,SUV,no,222420,1,No,3,0,7,0,Urban
363479465,0,52,0,13,1824048,No,4874196,Yes,F,Masters,Lawyer,29,Private,80400,11,SUV,no,0,0,No,0,0,1,0,Rural
482073984,0,38,0,10,1275204,No,0,No,M,Bachelors,Professional,37,Private,177720,1,Minivan,yes,0,0,No,0,0,,0,Urban
640048389,0,53,0,14,571500,No,1940916,Yes,M,High School,Blue Collar,53,Private,189360,9,Minivan,no,100632,1,No,4,0,6,0,Urban
974496106,0,40,0,9,63036,No,929556,No,F,High School,Student,23,Commercial,97680,18,Sports Car,no,0,0,No,3,0,1,0,Urban
494552963,0,49,0,7,2078904,No,5041104,Yes,F,PhD,Manager,40,Private,76800,10,SUV,no,0,0,Yes,0,0,20,0,Urban
992666577,0,59,0,0,0,No,0,No,M,Bachelors,Home Maker,42,Commercial,365160,6,Panel Truck,no,18132,1,No,0,0,9,0,Urban
756075815,0,34,1,14,60204,No,0,Yes,F,High School,Home Maker,76,Private,98640,4,SUV,no,0,0,No,1,0,9,0,Rural
